die,block,x,y,block_row,block_column,in_block_row,in_block_column,block_idx_in_die,material,structure,design
1,241,7425.0,520.0,15,13,1,1,241,unknown,cross_bridge,crossbridge2019
1,242,11552.5,520.0,15,14,1,1,242,unknown,cross_bridge,crossbridge2019
1,243,15680.0,520.0,15,15,1,1,243,unknown,cross_bridge,crossbridge2019
1,244,19807.5,520.0,15,16,1,1,244,unknown,cross_bridge,crossbridge2019
1,245,23935.0,520.0,15,17,1,1,245,unknown,cross_bridge,crossbridge2019
1,246,28062.5,520.0,15,18,1,1,246,unknown,cross_bridge,crossbridge2019
1,247,32190.0,520.0,15,19,1,1,247,unknown,cross_bridge,crossbridge2019
1,248,36317.5,520.0,15,20,1,1,248,unknown,cross_bridge,crossbridge2019
1,249,40445.0,520.0,15,21,1,1,249,unknown,cross_bridge,crossbridge2019
1,250,-42105.0,-2630.0,16,1,1,1,250,unknown,cross_bridge,crossbridge2019
1,251,-37977.5,-2630.0,16,2,1,1,251,unknown,cross_bridge,crossbridge2019
1,252,-33850.0,-2630.0,16,3,1,1,252,unknown,cross_bridge,crossbridge2019
1,253,-29722.5,-2630.0,16,4,1,1,253,unknown,cross_bridge,crossbridge2019
1,254,-25595.0,-2630.0,16,5,1,1,254,unknown,cross_bridge,crossbridge2019
1,255,-21467.5,-2630.0,16,6,1,1,255,unknown,cross_bridge,crossbridge2019
1,256,-17340.0,-2630.0,16,7,1,1,256,unknown,cross_bridge,crossbridge2019
1,257,-13212.5,-2630.0,16,8,1,1,257,unknown,cross_bridge,crossbridge2019
1,258,-9085.0,-2630.0,16,9,1,1,258,unknown,cross_bridge,crossbridge2019
1,259,-4957.5,-2630.0,16,10,1,1,259,unknown,cross_bridge,crossbridge2019
1,260,-830.0,-2630.0,16,11,1,1,260,unknown,cross_bridge,crossbridge2019
1,261,3297.5,-2630.0,16,12,1,1,261,unknown,cross_bridge,crossbridge2019
1,262,7425.0,-2630.0,16,13,1,1,262,unknown,cross_bridge,crossbridge2019
1,263,11552.5,-2630.0,16,14,1,1,263,unknown,cross_bridge,crossbridge2019
1,264,15680.0,-2630.0,16,15,1,1,264,unknown,cross_bridge,crossbridge2019
1,265,19807.5,-2630.0,16,16,1,1,265,unknown,cross_bridge,crossbridge2019
1,266,23935.0,-2630.0,16,17,1,1,266,unknown,cross_bridge,crossbridge2019
1,267,28062.5,-2630.0,16,18,1,1,267,unknown,cross_bridge,crossbridge2019
1,268,32190.0,-2630.0,16,19,1,1,268,unknown,cross_bridge,crossbridge2019
1,269,36317.5,-2630.0,16,20,1,1,269,unknown,cross_bridge,crossbridge2019
1,270,40445.0,-2630.0,16,21,1,1,270,unknown,cross_bridge,crossbridge2019
1,271,-42105.0,-5780.0,17,1,1,1,271,unknown,cross_bridge,crossbridge2019
1,272,-37977.5,-5780.0,17,2,1,1,272,unknown,cross_bridge,crossbridge2019
1,273,-33850.0,-5780.0,17,3,1,1,273,unknown,cross_bridge,crossbridge2019
1,274,-29722.5,-5780.0,17,4,1,1,274,unknown,cross_bridge,crossbridge2019
1,275,-25595.0,-5780.0,17,5,1,1,275,unknown,cross_bridge,crossbridge2019
1,276,-21467.5,-5780.0,17,6,1,1,276,unknown,cross_bridge,crossbridge2019
1,277,-17340.0,-5780.0,17,7,1,1,277,unknown,cross_bridge,crossbridge2019
1,278,-13212.5,-5780.0,17,8,1,1,278,unknown,cross_bridge,crossbridge2019
1,279,-9085.0,-5780.0,17,9,1,1,279,unknown,cross_bridge,crossbridge2019
1,280,-4957.5,-5780.0,17,10,1,1,280,unknown,cross_bridge,crossbridge2019
1,281,-830.0,-5780.0,17,11,1,1,281,unknown,cross_bridge,crossbridge2019
1,282,3297.5,-5780.0,17,12,1,1,282,unknown,cross_bridge,crossbridge2019
1,283,7425.0,-5780.0,17,13,1,1,283,unknown,cross_bridge,crossbridge2019
1,284,11552.5,-5780.0,17,14,1,1,284,unknown,cross_bridge,crossbridge2019
1,285,15680.0,-5780.0,17,15,1,1,285,unknown,cross_bridge,crossbridge2019
1,286,19807.5,-5780.0,17,16,1,1,286,unknown,cross_bridge,crossbridge2019
1,287,23935.0,-5780.0,17,17,1,1,287,unknown,cross_bridge,crossbridge2019
1,288,28062.5,-5780.0,17,18,1,1,288,unknown,cross_bridge,crossbridge2019
1,289,32190.0,-5780.0,17,19,1,1,289,unknown,cross_bridge,crossbridge2019
1,290,36317.5,-5780.0,17,20,1,1,290,unknown,cross_bridge,crossbridge2019
1,291,40445.0,-5780.0,17,21,1,1,291,unknown,cross_bridge,crossbridge2019
1,292,-42105.0,-8930.0,18,1,1,1,292,unknown,cross_bridge,crossbridge2019
1,293,-37977.5,-8930.0,18,2,1,1,293,unknown,cross_bridge,crossbridge2019
1,294,-33850.0,-8930.0,18,3,1,1,294,unknown,cross_bridge,crossbridge2019
1,295,-29722.5,-8930.0,18,4,1,1,295,unknown,cross_bridge,crossbridge2019
1,296,-25595.0,-8930.0,18,5,1,1,296,unknown,cross_bridge,crossbridge2019
1,297,-21467.5,-8930.0,18,6,1,1,297,unknown,cross_bridge,crossbridge2019
1,298,-17340.0,-8930.0,18,7,1,1,298,unknown,cross_bridge,crossbridge2019
1,299,-13212.5,-8930.0,18,8,1,1,299,unknown,cross_bridge,crossbridge2019
1,300,-9085.0,-8930.0,18,9,1,1,300,unknown,cross_bridge,crossbridge2019
1,301,-4957.5,-8930.0,18,10,1,1,301,unknown,cross_bridge,crossbridge2019
1,302,-830.0,-8930.0,18,11,1,1,302,unknown,cross_bridge,crossbridge2019
1,303,3297.5,-8930.0,18,12,1,1,303,unknown,cross_bridge,crossbridge2019
1,304,7425.0,-8930.0,18,13,1,1,304,unknown,cross_bridge,crossbridge2019
1,305,11552.5,-8930.0,18,14,1,1,305,unknown,cross_bridge,crossbridge2019
1,306,15680.0,-8930.0,18,15,1,1,306,unknown,cross_bridge,crossbridge2019
1,307,19807.5,-8930.0,18,16,1,1,307,unknown,cross_bridge,crossbridge2019
1,308,23935.0,-8930.0,18,17,1,1,308,unknown,cross_bridge,crossbridge2019
1,309,28062.5,-8930.0,18,18,1,1,309,unknown,cross_bridge,crossbridge2019
1,310,32190.0,-8930.0,18,19,1,1,310,unknown,cross_bridge,crossbridge2019
1,311,36317.5,-8930.0,18,20,1,1,311,unknown,cross_bridge,crossbridge2019
1,312,40445.0,-8930.0,18,21,1,1,312,unknown,cross_bridge,crossbridge2019
1,313,-42105.0,-12080.0,19,1,1,1,313,unknown,cross_bridge,crossbridge2019
1,314,-37977.5,-12080.0,19,2,1,1,314,unknown,cross_bridge,crossbridge2019
1,315,-33850.0,-12080.0,19,3,1,1,315,unknown,cross_bridge,crossbridge2019
1,316,-29722.5,-12080.0,19,4,1,1,316,unknown,cross_bridge,crossbridge2019
1,317,-25595.0,-12080.0,19,5,1,1,317,unknown,cross_bridge,crossbridge2019
1,318,-21467.5,-12080.0,19,6,1,1,318,unknown,cross_bridge,crossbridge2019
1,319,-17340.0,-12080.0,19,7,1,1,319,unknown,cross_bridge,crossbridge2019
1,320,-13212.5,-12080.0,19,8,1,1,320,unknown,cross_bridge,crossbridge2019
1,321,-9085.0,-12080.0,19,9,1,1,321,unknown,cross_bridge,crossbridge2019
1,322,-4957.5,-12080.0,19,10,1,1,322,unknown,cross_bridge,crossbridge2019
1,323,-830.0,-12080.0,19,11,1,1,323,unknown,cross_bridge,crossbridge2019
1,324,3297.5,-12080.0,19,12,1,1,324,unknown,cross_bridge,crossbridge2019
1,325,7425.0,-12080.0,19,13,1,1,325,unknown,cross_bridge,crossbridge2019
1,326,11552.5,-12080.0,19,14,1,1,326,unknown,cross_bridge,crossbridge2019
1,327,15680.0,-12080.0,19,15,1,1,327,unknown,cross_bridge,crossbridge2019
1,328,19807.5,-12080.0,19,16,1,1,328,unknown,cross_bridge,crossbridge2019
1,329,23935.0,-12080.0,19,17,1,1,329,unknown,cross_bridge,crossbridge2019
1,330,28062.5,-12080.0,19,18,1,1,330,unknown,cross_bridge,crossbridge2019
1,331,32190.0,-12080.0,19,19,1,1,331,unknown,cross_bridge,crossbridge2019
1,332,36317.5,-12080.0,19,20,1,1,332,unknown,cross_bridge,crossbridge2019
1,333,40445.0,-12080.0,19,21,1,1,333,unknown,cross_bridge,crossbridge2019
1,334,-42105.0,-15230.0,20,1,1,1,334,unknown,cross_bridge,crossbridge2019
1,335,-37977.5,-15230.0,20,2,1,1,335,unknown,cross_bridge,crossbridge2019
1,336,-33850.0,-15230.0,20,3,1,1,336,unknown,cross_bridge,crossbridge2019
1,337,-29722.5,-15230.0,20,4,1,1,337,unknown,cross_bridge,crossbridge2019
1,338,-25595.0,-15230.0,20,5,1,1,338,unknown,cross_bridge,crossbridge2019
1,339,-21467.5,-15230.0,20,6,1,1,339,unknown,cross_bridge,crossbridge2019
1,340,-17340.0,-15230.0,20,7,1,1,340,unknown,cross_bridge,crossbridge2019
1,341,-13212.5,-15230.0,20,8,1,1,341,unknown,cross_bridge,crossbridge2019
1,342,-9085.0,-15230.0,20,9,1,1,342,unknown,cross_bridge,crossbridge2019
1,343,-4957.5,-15230.0,20,10,1,1,343,unknown,cross_bridge,crossbridge2019
1,344,-830.0,-15230.0,20,11,1,1,344,unknown,cross_bridge,crossbridge2019
1,345,3297.5,-15230.0,20,12,1,1,345,unknown,cross_bridge,crossbridge2019
1,346,7425.0,-15230.0,20,13,1,1,346,unknown,cross_bridge,crossbridge2019
1,347,11552.5,-15230.0,20,14,1,1,347,unknown,cross_bridge,crossbridge2019
1,348,15680.0,-15230.0,20,15,1,1,348,unknown,cross_bridge,crossbridge2019
1,349,19807.5,-15230.0,20,16,1,1,349,unknown,cross_bridge,crossbridge2019
1,350,23935.0,-15230.0,20,17,1,1,350,unknown,cross_bridge,crossbridge2019
1,351,28062.5,-15230.0,20,18,1,1,351,unknown,cross_bridge,crossbridge2019
1,352,32190.0,-15230.0,20,19,1,1,352,unknown,cross_bridge,crossbridge2019
1,353,36317.5,-15230.0,20,20,1,1,353,unknown,cross_bridge,crossbridge2019
1,354,40445.0,-15230.0,20,21,1,1,354,unknown,cross_bridge,crossbridge2019
1,355,-37977.5,-18380.0,21,2,1,1,355,unknown,cross_bridge,crossbridge2019
1,356,-33850.0,-18380.0,21,3,1,1,356,unknown,cross_bridge,crossbridge2019
1,357,-29722.5,-18380.0,21,4,1,1,357,unknown,cross_bridge,crossbridge2019
1,358,-25595.0,-18380.0,21,5,1,1,358,unknown,cross_bridge,crossbridge2019
1,359,-21467.5,-18380.0,21,6,1,1,359,unknown,cross_bridge,crossbridge2019
1,360,-17340.0,-18380.0,21,7,1,1,360,unknown,cross_bridge,crossbridge2019
1,361,-13212.5,-18380.0,21,8,1,1,361,unknown,cross_bridge,crossbridge2019
1,362,-9085.0,-18380.0,21,9,1,1,362,unknown,cross_bridge,crossbridge2019
1,363,-4957.5,-18380.0,21,10,1,1,363,unknown,cross_bridge,crossbridge2019
1,364,-830.0,-18380.0,21,11,1,1,364,unknown,cross_bridge,crossbridge2019
1,365,3297.5,-18380.0,21,12,1,1,365,unknown,cross_bridge,crossbridge2019
1,366,7425.0,-18380.0,21,13,1,1,366,unknown,cross_bridge,crossbridge2019
1,367,11552.5,-18380.0,21,14,1,1,367,unknown,cross_bridge,crossbridge2019
1,368,15680.0,-18380.0,21,15,1,1,368,unknown,cross_bridge,crossbridge2019
1,369,19807.5,-18380.0,21,16,1,1,369,unknown,cross_bridge,crossbridge2019
1,370,23935.0,-18380.0,21,17,1,1,370,unknown,cross_bridge,crossbridge2019
1,371,28062.5,-18380.0,21,18,1,1,371,unknown,cross_bridge,crossbridge2019
1,372,32190.0,-18380.0,21,19,1,1,372,unknown,cross_bridge,crossbridge2019
1,373,36317.5,-18380.0,21,20,1,1,373,unknown,cross_bridge,crossbridge2019
1,374,-37977.5,-21530.0,22,2,1,1,374,unknown,cross_bridge,crossbridge2019
1,375,-33850.0,-21530.0,22,3,1,1,375,unknown,cross_bridge,crossbridge2019
1,376,-29722.5,-21530.0,22,4,1,1,376,unknown,cross_bridge,crossbridge2019
1,377,-25595.0,-21530.0,22,5,1,1,377,unknown,cross_bridge,crossbridge2019
1,378,-21467.5,-21530.0,22,6,1,1,378,unknown,cross_bridge,crossbridge2019
1,379,-17340.0,-21530.0,22,7,1,1,379,unknown,cross_bridge,crossbridge2019
1,380,-13212.5,-21530.0,22,8,1,1,380,unknown,cross_bridge,crossbridge2019
1,381,-9085.0,-21530.0,22,9,1,1,381,unknown,cross_bridge,crossbridge2019
1,382,-4957.5,-21530.0,22,10,1,1,382,unknown,cross_bridge,crossbridge2019
1,383,-830.0,-21530.0,22,11,1,1,383,unknown,cross_bridge,crossbridge2019
1,384,3297.5,-21530.0,22,12,1,1,384,unknown,cross_bridge,crossbridge2019
1,385,7425.0,-21530.0,22,13,1,1,385,unknown,cross_bridge,crossbridge2019
1,386,11552.5,-21530.0,22,14,1,1,386,unknown,cross_bridge,crossbridge2019
1,387,15680.0,-21530.0,22,15,1,1,387,unknown,cross_bridge,crossbridge2019
1,388,19807.5,-21530.0,22,16,1,1,388,unknown,cross_bridge,crossbridge2019
1,389,23935.0,-21530.0,22,17,1,1,389,unknown,cross_bridge,crossbridge2019
1,390,28062.5,-21530.0,22,18,1,1,390,unknown,cross_bridge,crossbridge2019
1,391,32190.0,-21530.0,22,19,1,1,391,unknown,cross_bridge,crossbridge2019
1,392,36317.5,-21530.0,22,20,1,1,392,unknown,cross_bridge,crossbridge2019
1,393,-33850.0,-24680.0,23,3,1,1,393,unknown,cross_bridge,crossbridge2019
1,394,-29722.5,-24680.0,23,4,1,1,394,unknown,cross_bridge,crossbridge2019
1,395,-25595.0,-24680.0,23,5,1,1,395,unknown,cross_bridge,crossbridge2019
1,396,-21467.5,-24680.0,23,6,1,1,396,unknown,cross_bridge,crossbridge2019
1,397,-17340.0,-24680.0,23,7,1,1,397,unknown,cross_bridge,crossbridge2019
1,398,-13212.5,-24680.0,23,8,1,1,398,unknown,cross_bridge,crossbridge2019
1,399,-9085.0,-24680.0,23,9,1,1,399,unknown,cross_bridge,crossbridge2019
1,400,-4957.5,-24680.0,23,10,1,1,400,unknown,cross_bridge,crossbridge2019
1,401,-830.0,-24680.0,23,11,1,1,401,unknown,cross_bridge,crossbridge2019
1,402,3297.5,-24680.0,23,12,1,1,402,unknown,cross_bridge,crossbridge2019
1,403,7425.0,-24680.0,23,13,1,1,403,unknown,cross_bridge,crossbridge2019
1,404,11552.5,-24680.0,23,14,1,1,404,unknown,cross_bridge,crossbridge2019
1,405,15680.0,-24680.0,23,15,1,1,405,unknown,cross_bridge,crossbridge2019
1,406,19807.5,-24680.0,23,16,1,1,406,unknown,cross_bridge,crossbridge2019
1,407,23935.0,-24680.0,23,17,1,1,407,unknown,cross_bridge,crossbridge2019
1,408,28062.5,-24680.0,23,18,1,1,408,unknown,cross_bridge,crossbridge2019
1,409,32190.0,-24680.0,23,19,1,1,409,unknown,cross_bridge,crossbridge2019
1,410,-33850.0,-27830.0,24,3,1,1,410,unknown,cross_bridge,crossbridge2019
1,411,-29722.5,-27830.0,24,4,1,1,411,unknown,cross_bridge,crossbridge2019
1,412,-25595.0,-27830.0,24,5,1,1,412,unknown,cross_bridge,crossbridge2019
1,413,-21467.5,-27830.0,24,6,1,1,413,unknown,cross_bridge,crossbridge2019
1,414,-17340.0,-27830.0,24,7,1,1,414,unknown,cross_bridge,crossbridge2019
1,415,-13212.5,-27830.0,24,8,1,1,415,unknown,cross_bridge,crossbridge2019
1,416,-9085.0,-27830.0,24,9,1,1,416,unknown,cross_bridge,crossbridge2019
1,417,-4957.5,-27830.0,24,10,1,1,417,unknown,cross_bridge,crossbridge2019
1,418,-830.0,-27830.0,24,11,1,1,418,unknown,cross_bridge,crossbridge2019
1,419,3297.5,-27830.0,24,12,1,1,419,unknown,cross_bridge,crossbridge2019
1,420,7425.0,-27830.0,24,13,1,1,420,unknown,cross_bridge,crossbridge2019
1,421,11552.5,-27830.0,24,14,1,1,421,unknown,cross_bridge,crossbridge2019
1,422,15680.0,-27830.0,24,15,1,1,422,unknown,cross_bridge,crossbridge2019
1,423,19807.5,-27830.0,24,16,1,1,423,unknown,cross_bridge,crossbridge2019
1,424,23935.0,-27830.0,24,17,1,1,424,unknown,cross_bridge,crossbridge2019
1,425,28062.5,-27830.0,24,18,1,1,425,unknown,cross_bridge,crossbridge2019
1,426,32190.0,-27830.0,24,19,1,1,426,unknown,cross_bridge,crossbridge2019
1,427,-29722.5,-30980.0,25,4,1,1,427,unknown,cross_bridge,crossbridge2019
1,428,-25595.0,-30980.0,25,5,1,1,428,unknown,cross_bridge,crossbridge2019
1,429,-21467.5,-30980.0,25,6,1,1,429,unknown,cross_bridge,crossbridge2019
1,430,-17340.0,-30980.0,25,7,1,1,430,unknown,cross_bridge,crossbridge2019
1,431,-13212.5,-30980.0,25,8,1,1,431,unknown,cross_bridge,crossbridge2019
1,432,-9085.0,-30980.0,25,9,1,1,432,unknown,cross_bridge,crossbridge2019
1,433,-4957.5,-30980.0,25,10,1,1,433,unknown,cross_bridge,crossbridge2019
1,434,-830.0,-30980.0,25,11,1,1,434,unknown,cross_bridge,crossbridge2019
1,435,3297.5,-30980.0,25,12,1,1,435,unknown,cross_bridge,crossbridge2019
1,436,7425.0,-30980.0,25,13,1,1,436,unknown,cross_bridge,crossbridge2019
1,437,11552.5,-30980.0,25,14,1,1,437,unknown,cross_bridge,crossbridge2019
1,438,15680.0,-30980.0,25,15,1,1,438,unknown,cross_bridge,crossbridge2019
1,439,19807.5,-30980.0,25,16,1,1,439,unknown,cross_bridge,crossbridge2019
1,440,23935.0,-30980.0,25,17,1,1,440,unknown,cross_bridge,crossbridge2019
1,441,28062.5,-30980.0,25,18,1,1,441,unknown,cross_bridge,crossbridge2019
1,442,-25595.0,-34130.0,26,5,1,1,442,unknown,cross_bridge,crossbridge2019
1,443,-21467.5,-34130.0,26,6,1,1,443,unknown,cross_bridge,crossbridge2019
1,444,-17340.0,-34130.0,26,7,1,1,444,unknown,cross_bridge,crossbridge2019
1,445,-13212.5,-34130.0,26,8,1,1,445,unknown,cross_bridge,crossbridge2019
1,446,-9085.0,-34130.0,26,9,1,1,446,unknown,cross_bridge,crossbridge2019
1,447,-4957.5,-34130.0,26,10,1,1,447,unknown,cross_bridge,crossbridge2019
1,448,-830.0,-34130.0,26,11,1,1,448,unknown,cross_bridge,crossbridge2019
1,449,3297.5,-34130.0,26,12,1,1,449,unknown,cross_bridge,crossbridge2019
1,450,7425.0,-34130.0,26,13,1,1,450,unknown,cross_bridge,crossbridge2019
1,451,11552.5,-34130.0,26,14,1,1,451,unknown,cross_bridge,crossbridge2019
1,452,15680.0,-34130.0,26,15,1,1,452,unknown,cross_bridge,crossbridge2019
1,453,19807.5,-34130.0,26,16,1,1,453,unknown,cross_bridge,crossbridge2019
1,454,23935.0,-34130.0,26,17,1,1,454,unknown,cross_bridge,crossbridge2019
1,455,-21467.5,-37280.0,27,6,1,1,455,unknown,cross_bridge,crossbridge2019
1,456,-17340.0,-37280.0,27,7,1,1,456,unknown,cross_bridge,crossbridge2019
1,457,-13212.5,-37280.0,27,8,1,1,457,unknown,cross_bridge,crossbridge2019
1,458,-9085.0,-37280.0,27,9,1,1,458,unknown,cross_bridge,crossbridge2019
1,459,-4957.5,-37280.0,27,10,1,1,459,unknown,cross_bridge,crossbridge2019
1,460,-830.0,-37280.0,27,11,1,1,460,unknown,cross_bridge,crossbridge2019
1,461,3297.5,-37280.0,27,12,1,1,461,unknown,cross_bridge,crossbridge2019
1,462,7425.0,-37280.0,27,13,1,1,462,unknown,cross_bridge,crossbridge2019
1,463,11552.5,-37280.0,27,14,1,1,463,unknown,cross_bridge,crossbridge2019
1,464,15680.0,-37280.0,27,15,1,1,464,unknown,cross_bridge,crossbridge2019
1,465,19807.5,-37280.0,27,16,1,1,465,unknown,cross_bridge,crossbridge2019
1,466,-17340.0,-40430.0,28,7,1,1,466,unknown,cross_bridge,crossbridge2019
1,467,-13212.5,-40430.0,28,8,1,1,467,unknown,cross_bridge,crossbridge2019
1,468,-9085.0,-40430.0,28,9,1,1,468,unknown,cross_bridge,crossbridge2019
1,469,-4957.5,-40430.0,28,10,1,1,469,unknown,cross_bridge,crossbridge2019
1,470,-830.0,-40430.0,28,11,1,1,470,unknown,cross_bridge,crossbridge2019
1,471,3297.5,-40430.0,28,12,1,1,471,unknown,cross_bridge,crossbridge2019
1,472,7425.0,-40430.0,28,13,1,1,472,unknown,cross_bridge,crossbridge2019
1,473,11552.5,-40430.0,28,14,1,1,473,unknown,cross_bridge,crossbridge2019
1,474,15680.0,-40430.0,28,15,1,1,474,unknown,cross_bridge,crossbridge2019
